DS_SETOR;DS_CIDADE;COD_DESTINACAO_IMOVEL;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;AGIO_ABSOLUTO;AGIO_PERCENTUAL
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2024;14;260000;312000.0;345.6;345.6;144.0;4;VAGO;52000.0;20.0
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2024;15;295000;438500.0;399.6;399.6;166.5;4;VAGO;143500.0;48.644067796610166
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2024;18;260000;407559.0;345.6;345.6;144.0;7;VAGO;147559.0;56.753461538461536
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2024;19;260000;415005.14;345.6;345.6;144.0;5;VAGO;155005.14;59.617361538461545
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2024;20;260000;417700.0;345.6;345.6;144.0;10;VAGO;157700.0;60.65384615384616
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2024;21;295000;300200.0;399.6;399.6;166.5;1;OCUPADO;5200.0;1.7627118644067796
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2024;22;295000;305200.0;399.6;399.6;166.5;2;OCUPADO;10200.0;3.457627118644068
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;24;301000;312001.0;420.0;420.0;420.0;2;VAGO;11001.0;3.654817275747509
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;25;301000;301100.0;420.0;420.0;420.0;1;VAGO;100.0;0.03322259136212625
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;26;301000;301500.0;420.0;420.0;420.0;3;VAGO;500.0;0.16611295681063123
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;27;301000;311650.0;420.0;420.0;420.0;1;VAGO;10650.0;3.5382059800664454
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;28;301000;311650.0;420.0;420.0;420.0;1;VAGO;10650.0;3.5382059800664454
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;30;313000;345900.0;454.79;454.79;454.79;3;VAGO;32900.0;10.511182108626198
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;31;301000;302000.0;420.0;420.0;420.0;2;VAGO;1000.0;0.33222591362126247
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;33;387000;422510.82;704.99;704.99;704.99;1;VAGO;35510.82000000001;9.175922480620157
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2024;34;365000;366300.0;627.06;627.06;627.06;1;VAGO;1300.0;0.3561643835616438
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;14/2024;36;624000;717600.0;1241.625;1241.625;827.75;5;VAGO;93600.0;15.0
QUADRA DE OFICINAS;RIACHO FUNDO;60227;14/2024;44;289000;410000.0;400.0;280.0;200.0;2;OCUPADO;121000.0;41.86851211072664
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60224;14/2024;54;2200000;2450000.0;3547.726;3547.726;2534.09;1;VAGO;250000.0;11.363636363636363
CENTRO URBANO;SAMAMBAIA;60217;14/2024;58;395000;440000.0;620.82;413.88;206.94;1;VAGO;45000.0;11.39240506329114
QN-SAMAMBAIA;SAMAMBAIA;60217;14/2024;62;1740000;3100000.0;5100.0;3000.0;1500.0;5;VAGO;1360000.0;78.16091954022988
QN-SAMAMBAIA;SAMAMBAIA;60219;14/2024;64;121000;154200.0;300.0;200.0;100.0;2;OBSTRUIDO;33200.0;27.43801652892562
QN-SAMAMBAIA;SAMAMBAIA;60219;14/2024;65;121000;154200.0;300.0;200.0;100.0;2;OCUPADO;33200.0;27.43801652892562
QN-SAMAMBAIA;SAMAMBAIA;60219;14/2024;66;121000;154200.0;300.0;200.0;100.0;2;OCUPADO;33200.0;27.43801652892562
QN-SAMAMBAIA;SAMAMBAIA;60219;14/2024;67;534000;585999.99;1412.4;941.6;470.8;1;VAGO;51999.98999999999;9.737825842696628
QS-SAMAMBAIA;SAMAMBAIA;60219;14/2024;70;688000;770000.0;2250.0;1500.0;750.0;1;VAGO;82000.0;11.918604651162791
QN-SAMAMBAIA;SAMAMBAIA;60220;14/2024;73;121000;125150.0;300.0;200.0;100.0;1;VAGO;4150.0;3.4297520661157024
QN-SAMAMBAIA;SAMAMBAIA;60220;14/2024;76;73100;154200.0;300.0;200.0;100.0;12;VAGO;81100.0;110.94391244870042
QS-SAMAMBAIA;SAMAMBAIA;60220;14/2024;79;1030000;1450000.0;3403.44;2268.96;1134.48;5;VAGO;420000.0;40.77669902912621
SANTA MARIA                                  ;SANTA MARIA;60227;14/2024;82;105000;208000.0;518.616;288.12;288.12;3;OCUPADO;103000.0;98.09523809523809
BAIRRO RESIDENCIAL OESTE;SAO SEBASTIAO;60216;14/2024;83;840000;864000.02;1891.503;1576.253;630.501;1;OBSTRUIDO;24000.02000000002;2.85714523809524
CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;14/2024;88;664000;743680.0;2081.196;800.46;800.46;2;VAGO;79680.0;12.0
CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;14/2024;89;658000;710640.0;2059.564;792.14;792.14;2;VAGO;52640.0;8.0
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;01/2025;9;276000;504200.0;20.0;20.0;20.0;2;OBSTRUIDO;228200.0;82.68115942028984
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;01/2025;10;276000;504200.0;20.0;20.0;20.0;1;VAGO;228200.0;82.68115942028984
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;01/2025;11;276000;504200.0;20.0;20.0;20.0;1;VAGO;228200.0;82.68115942028984
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;01/2025;14;376000;380000.0;1134.0;756.0;378.0;1;OBSTRUIDO;4000.0;1.0638297872340425
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;01/2025;17;79600;202000.0;315.0;315.0;210.0;8;VAGO;122400.0;153.76884422110552
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;01/2025;18;79600;132003.91;315.0;315.0;210.0;1;CERCADO;52403.91;65.83405778894473
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;01/2025;19;79600;132002.91;315.0;315.0;210.0;1;OCUPADO;52402.91;65.8328015075377
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;01/2025;20;79600;195000.0;315.0;315.0;210.0;5;VAGO;115400.0;144.9748743718593
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;01/2025;21;79600;197000.0;315.0;315.0;210.0;1;OCUPADO;117400.0;147.48743718592965
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;22;260000;429650.0;345.6;345.6;144.0;8;VAGO;169650.0;65.25
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;23;296000;342768.0;401.232;401.232;167.18;3;VAGO;46768.0;15.8
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;24;286000;447777.77;385.992;385.992;160.83;8;VAGO;161777.77000000002;56.56565384615385
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;25;337000;522222.23;464.808;464.808;193.67;5;VAGO;185222.22999999998;54.96208605341246
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;26;260000;415115.15;345.6;345.6;144.0;7;VAGO;155115.15000000002;59.659673076923085
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;27;260000;425000.0;345.6;345.6;144.0;9;VAGO;165000.0;63.46153846153846
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;28;260000;411000.0;345.6;345.6;144.0;2;VAGO;151000.0;58.07692307692308
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;01/2025;29;260000;288018.18;345.6;345.6;144.0;1;VAGO;28018.179999999993;10.776223076923074
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;01/2025;30;260000;325000.0;345.6;345.6;144.0;7;OBSTRUIDO;65000.0;25.0
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60220;01/2025;31;367000;590000.0;510.768;510.768;212.82;9;VAGO;223000.0;60.76294277929155
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;36;326000;328100.0;494.44;494.44;494.44;3;VAGO;2100.0;0.6441717791411044
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;37;318000;322000.05;468.91;468.91;468.91;1;VAGO;4000.0499999999884;1.2578773584905623
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;38;301000;303055.0;420.0;420.0;420.0;3;VAGO;2055.0;0.6827242524916943
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;39;301000;315050.0;420.0;420.0;420.0;2;VAGO;14050.0;4.667774086378738
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;40;329000;331001.0;502.96;502.96;502.96;1;VAGO;2001.0;0.6082066869300912
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;42;318000;326650.15;469.47;469.47;469.47;1;VAGO;8650.150000000023;2.72017295597485
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;45;324000;381201.99;487.47;487.47;487.47;1;VAGO;57201.98999999999;17.654935185185185
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2025;46;301000;321001.0;420.0;420.0;420.0;4;VAGO;20001.0;6.6448504983388705
SETOR HABITACIONAL SÃO BARTOLOMEU;PARANOA;60214;01/2025;49;684000;905000.0;2039.8;2039.8;1019.9;6;OCUPADO;221000.0;32.30994152046784
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;01/2025;51;173000;198950.0;394.2;354.78;197.1;2;CERCADO;25950.0;15.0
RECANTO DAS EMAS;RECANTO DAS EMAS;60221;01/2025;54;1140000;1237737.0;3751.25;3751.25;1500.5;1;VAGO;97737.0;8.573421052631579
RECANTO DAS EMAS;RECANTO DAS EMAS;60221;01/2025;55;827000;830000.0;2968.4;2968.4;1187.36;1;VAGO;3000.0;0.36275695284159615
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;01/2025;56;427000;427000.0;935.73;436.674;311.91;1;VAGO;0.0;0.0
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60224;01/2025;61;2150000;2400000.0;3462.354;3462.354;2473.11;1;VAGO;250000.0;11.627906976744185
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60224;01/2025;62;1960000;2175000.0;3125.374;3125.374;2232.41;2;VAGO;215000.0;10.96938775510204
CENTRO URBANO;SAMAMBAIA;60217;01/2025;64;607000;667959.99;1012.5;675.0;337.5;2;VAGO;60959.98999999999;10.042831960461283
CENTRO URBANO;SAMAMBAIA;60217;01/2025;65;607000;657000.0;1012.5;675.0;337.5;1;VAGO;50000.0;8.237232289950576
QN-SAMAMBAIA;SAMAMBAIA;60217;01/2025;71;158000;162000.0;350.0;200.0;100.0;1;VAGO;4000.0;2.5316455696202533
QN-SAMAMBAIA;SAMAMBAIA;60217;01/2025;72;630000;690000.0;2358.24;1179.12;589.56;2;VAGO;60000.0;9.523809523809524
QN-SAMAMBAIA;SAMAMBAIA;60219;01/2025;74;121000;195000.0;300.0;200.0;100.0;5;VAGO;74000.0;61.15702479338842
QS-SAMAMBAIA;SAMAMBAIA;60219;01/2025;76;819000;917280.0;2220.0;1480.0;740.0;1;VAGO;98280.0;12.0
QS-SAMAMBAIA;SAMAMBAIA;60219;01/2025;78;141000;165000.0;371.25;247.5;123.75;2;VAGO;24000.0;17.02127659574468
QS-SAMAMBAIA;SAMAMBAIA;60219;01/2025;79;196000;196000.0;450.0;300.0;150.0;1;VAGO;0.0;0.0
QS-SAMAMBAIA;SAMAMBAIA;60220;01/2025;82;322000;532800.0;999.36;666.24;333.12;5;VAGO;210800.0;65.46583850931677
SANTA MARIA                                  ;SANTA MARIA;60224;01/2025;85;618000;750000.0;3149.42;2204.594;1574.71;2;VAGO;132000.0;21.35922330097087
SANTA MARIA                                  ;SANTA MARIA;60224;01/2025;86;608000;750000.0;3077.92;2154.544;1538.96;1;CERCADO;142000.0;23.355263157894736
SANTA MARIA                                  ;SANTA MARIA;60227;01/2025;87;105000;250000.0;518.4;288.0;288.0;7;OCUPADO;145000.0;138.0952380952381
SANTA MARIA                                  ;SANTA MARIA;60228;01/2025;88;594000;600000.0;3607.5;1942.5;1387.5;1;VAGO;6000.0;1.0101010101010102
CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;01/2025;94;1500000;1620010.99;5251.844;2019.94;2019.94;1;VAGO;120010.98999999999;8.000732666666666
CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;01/2025;95;1340000;1341000.0;4616.118;1775.43;1775.43;1;VAGO;1000.0;0.0746268656716418
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;02/2025;1;261000;421000.0;805.72;322.288;402.86;4;OCUPADO;160000.0;61.30268199233716
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;02/2025;4;2030000;2130000.85;6000.0;2000.0;1000.0;1;VAGO;100000.8500000001;4.926150246305423
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;02/2025;5;79600;220000.0;315.0;315.0;210.0;12;OBSTRUIDO;140400.0;176.3819095477387
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;02/2025;6;79600;230000.99;315.0;315.0;210.0;9;OCUPADO;150400.99;188.9459673366834
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;02/2025;7;79600;215999.0;315.0;315.0;210.0;4;CERCADO;136399.0;171.35552763819095
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;02/2025;8;79600;165000.0;315.0;315.0;210.0;2;VAGO;85400.0;107.28643216080403
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;10;319000;342925.0;425.1;425.1;425.1;1;VAGO;23925.0;7.5
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;11;335000;361130.0;471.75;471.75;471.75;1;VAGO;26130.0;7.8
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;12;320000;345280.0;428.58;428.58;428.58;2;VAGO;25280.0;7.9
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;15;318000;337154.0;422.29;422.29;422.29;3;VAGO;19154.0;6.023270440251572
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;16;324000;324100.1;439.07;439.07;439.07;1;VAGO;100.09999999997672;0.030895061728387876
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;17;348000;360000.0;511.52;511.52;511.52;4;VAGO;12000.0;3.4482758620689653
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;18;352000;358000.0;524.05;524.05;524.05;2;VAGO;6000.0;1.7045454545454544
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;21;317000;328999.0;420.0;420.0;420.0;1;VAGO;11999.0;3.785173501577287
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;22;382000;412258.6;618.7;618.7;618.7;1;VAGO;30258.599999999977;7.921099476439784
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;23;329000;334526.0;453.4;453.4;453.4;1;VAGO;5526.0;1.6796352583586627
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;26;329000;360801.0;456.0;456.0;456.0;2;VAGO;31801.0;9.66595744680851
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;29;357000;360000.01;540.02;540.02;540.02;2;VAGO;3000.0100000000093;0.8403389355742323
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;30;333000;341000.01;465.91;465.91;465.91;2;VAGO;8000.010000000009;2.4024054054054083
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;31;317000;321000.0;420.0;420.0;420.0;1;VAGO;4000.0;1.2618296529968454
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;02/2025;32;317000;320999.99;420.0;420.0;420.0;1;VAGO;3999.9899999999907;1.2618264984227099
PARANOÁ PARQUE;PARANOA;60221;02/2025;33;936000;1480000.0;3318.764;1843.758;1843.758;5;VAGO;544000.0;58.119658119658126
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;02/2025;35;178000;261000.0;363.24;326.916;181.62;2;VAGO;83000.0;46.62921348314607
SUBCENTRO URBANO 400/600;RECANTO DAS EMAS;60222;02/2025;45;4700000;6800000.0;24721.53;14832.918;8240.51;5;VAGO;2100000.0;44.680851063829785
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60227;02/2025;51;258000;261000.0;400.0;280.0;200.0;1;VAGO;3000.0;1.1627906976744187
CENTRO URBANO;SAMAMBAIA;60217;02/2025;54;505000;509000.0;825.0;550.0;275.0;1;VAGO;4000.0;0.7920792079207921
CENTRO URBANO;SAMAMBAIA;60217;02/2025;58;448000;468300.0;720.0;480.0;240.0;3;OCUPADO;20300.0;4.53125
CENTRO URBANO;SAMAMBAIA;60217;02/2025;59;448000;450050.99;720.0;480.0;240.0;1;VAGO;2050.9899999999907;0.4578102678571408
CENTRO URBANO;SAMAMBAIA;60217;02/2025;60;448000;450050.99;720.0;480.0;240.0;1;VAGO;2050.9899999999907;0.4578102678571408
CENTRO URBANO;SAMAMBAIA;60217;02/2025;61;448000;450050.99;720.0;480.0;240.0;1;VAGO;2050.9899999999907;0.4578102678571408
QN-SAMAMBAIA;SAMAMBAIA;60217;02/2025;64;158000;170009.99;350.0;200.0;100.0;2;VAGO;12009.98999999999;7.60125949367088
QR-SAMAMBAIA;SAMAMBAIA;60217;02/2025;66;845000;1510000.0;2460.535;1406.02;703.01;3;OCUPADO;665000.0;78.69822485207101
QR-SAMAMBAIA;SAMAMBAIA;60217;02/2025;67;855000;1510000.0;2490.67;1423.24;711.62;3;OBSTRUIDO;655000.0;76.60818713450293
QS-SAMAMBAIA;SAMAMBAIA;60217;02/2025;68;158000;162001.01;350.0;200.0;100.0;2;OBSTRUIDO;4001.0100000000093;2.5322848101265882
QS-SAMAMBAIA;SAMAMBAIA;60217;02/2025;69;596000;1250000.0;2224.0;1112.0;556.0;3;OBSTRUIDO;654000.0;109.73154362416106
QN-SAMAMBAIA;SAMAMBAIA;60219;02/2025;71;73100;82500.0;300.0;200.0;100.0;1;VAGO;9400.0;12.859097127222983
QS-SAMAMBAIA;SAMAMBAIA;60219;02/2025;74;73100;100000.0;300.0;200.0;100.0;2;VAGO;26900.0;36.79890560875513
QS-SAMAMBAIA;SAMAMBAIA;60219;02/2025;78;144000;144001.01;382.5;255.0;127.5;1;VAGO;1.0100000000093132;0.0007013888888953564
QS-SAMAMBAIA;SAMAMBAIA;60219;02/2025;82;189000;191000.0;541.68;361.12;180.56;2;VAGO;2000.0;1.0582010582010581
QS-SAMAMBAIA;SAMAMBAIA;60219;02/2025;83;1520000;1528000.0;4200.0;2800.0;1400.0;1;VAGO;8000.0;0.5263157894736842
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2025;88;121000;146000.0;300.0;200.0;100.0;2;VAGO;25000.0;20.66115702479339
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2025;89;121000;150000.0;300.0;200.0;100.0;2;VAGO;29000.0;23.96694214876033
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2025;90;121000;121001.0;300.0;200.0;100.0;1;VAGO;1.0;0.0008264462809917355
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2025;91;73100;109000.0;300.0;200.0;100.0;2;VAGO;35900.0;49.11080711354309
SETOR DE OFICINAS NORTE                      ;BRASILIA;60227;03/2025;2;342000;448200.0;175.0;175.0;125.0;5;OCUPADO;106200.0;31.05263157894737
SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;60556;03/2025;3;2530000;2760000.0;1269.435;1269.435;846.29;2;VAGO;230000.0;9.090909090909092
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;03/2025;4;7580000;7960000.0;2220.0;2220.0;740.0;1;VAGO;380000.0;5.013192612137203
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;03/2025;5;6890000;7100000.0;2220.0;2220.0;740.0;1;VAGO;210000.0;3.0478955007256894
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;03/2025;6;6890000;7100000.0;2220.0;2220.0;740.0;1;VAGO;210000.0;3.0478955007256894
SETOR DE HAB/COLETIVA-AREAS OCTOGONAIS;BRASILIA;60674;03/2025;9;2040000;4120000.0;1200.0;400.0;400.0;2;OBSTRUIDO;2080000.0;101.96078431372548
SETOR NORTE                                  ;BRAZLANDIA;60224;03/2025;10;218000;259999.0;432.0;432.0;360.0;4;VAGO;41999.0;19.26559633027523
SETOR R NORTE-CNR;CEILANDIA;60219;03/2025;11;24300;25000.0;90.0;60.0;30.0;2;OCUPADO;700.0;2.880658436213992
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2025;14;260000;435000.0;345.6;345.6;144.0;8;VAGO;175000.0;67.3076923076923
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2025;15;260000;415000.0;345.6;345.6;144.0;15;VAGO;155000.0;59.61538461538461
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2025;16;260000;416728.99;345.6;345.6;144.0;15;VAGO;156728.99;60.28038076923077
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2025;17;260000;410000.0;345.6;345.6;144.0;12;VAGO;150000.0;57.692307692307686
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2025;18;260000;403535.94;345.6;345.6;144.0;15;VAGO;143535.94;55.20613076923077
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2025;19;301000;479211.0;408.432;408.432;170.18;14;VAGO;178211.0;59.20631229235881
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;21;317000;343033.43;421.2;421.2;421.2;2;VAGO;26033.429999999993;8.212438485804414
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;22;335000;350000.0;470.6;470.6;470.6;1;VAGO;15000.0;4.477611940298507
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;23;317000;322001.1;420.0;420.0;420.0;1;VAGO;5001.099999999977;1.5776340694006235
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;24;335000;346600.0;472.27;472.27;472.27;2;VAGO;11600.0;3.462686567164179
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;25;317000;322211.0;420.0;420.0;420.0;1;VAGO;5211.0;1.6438485804416405
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;26;394000;452200.0;662.16;662.16;662.16;1;VAGO;58200.0;14.771573604060913
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;28;317000;322000.0;420.0;420.0;420.0;3;VAGO;5000.0;1.5772870662460567
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;30;317000;325550.0;420.0;420.0;420.0;1;VAGO;8550.0;2.697160883280757
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;31;357000;360033.79;539.19;539.19;539.19;1;VAGO;3033.789999999979;0.8498011204481734
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;33;370000;382111.11;578.83;578.83;578.83;1;VAGO;12111.109999999986;3.2732729729729697
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;34;317000;317099.0;420.54;420.54;420.54;1;VAGO;99.0;0.031230283911671923
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;41;323000;325000.0;437.34;437.34;437.34;1;VAGO;2000.0;0.6191950464396285
COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;03/2025;42;324000;326500.0;440.65;440.65;440.65;1;VAGO;2500.0;0.7716049382716049
SETOR DE OFICINAS                            ;PLANALTINA;60227;03/2025;46;227000;351000.0;750.0;500.0;250.0;4;OBSTRUIDO;124000.0;54.62555066079295
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;03/2025;48;374000;411000.0;910.96;819.864;455.48;3;VAGO;37000.0;9.893048128342247
